Datum;Zeitzone;von;bis;Datenkategorie;Datentyp;Einheit;reBAP unterdeckt;reBAP ueberdeckt
2020-01-01;CET;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;0,94;0,94
2020-01-01;CET;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;2,95;2,95
2020-01-01;CET;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;-1,01;-1,01
2020-01-01;CET;20:30;20:45;reBAP;Qualitätsgesichert;EUR/MWh;-2,40;-2,40
2020-01-01;CET;20:45;21:00;reBAP;Qualitätsgesichert;EUR/MWh;-12,96;-12,96
2020-01-01;CET;21:00;21:15;reBAP;Qualitätsgesichert;EUR/MWh;11,50;11,50
2020-01-01;CET;21:15;21:30;reBAP;Qualitätsgesichert;EUR/MWh;17,92;17,92
2020-01-01;CET;21:30;21:45;reBAP;Qualitätsgesichert;EUR/MWh;-63,79;-63,79
2020-01-01;CET;21:45;22:00;reBAP;Qualitätsgesichert;EUR/MWh;-8,33;-8,33
2020-01-01;CET;22:00;22:15;reBAP;Qualitätsgesichert;EUR/MWh;77,93;77,93
2020-01-01;CET;22:15;22:30;reBAP;Qualitätsgesichert;EUR/MWh;59,62;59,62
2020-01-01;CET;22:30;22:45;reBAP;Qualitätsgesichert;EUR/MWh;79,49;79,49
2020-01-01;CET;22:45;23:00;reBAP;Qualitätsgesichert;EUR/MWh;86,99;86,99
2020-01-01;CET;23:00;23:15;reBAP;Qualitätsgesichert;EUR/MWh;45,49;45,49
2020-01-01;CET;23:15;23:30;reBAP;Qualitätsgesichert;EUR/MWh;49,77;49,77
2020-01-01;CET;23:30;23:45;reBAP;Qualitätsgesichert;EUR/MWh;45,15;45,15
2020-01-01;CET;23:45;00:00;reBAP;Qualitätsgesichert;EUR/MWh;45,87;45,87
2020-01-02;CET;00:00;00:15;reBAP;Qualitätsgesichert;EUR/MWh;35,65;35,65
2020-01-02;CET;00:15;00:30;reBAP;Qualitätsgesichert;EUR/MWh;4,70;4,70
2020-01-02;CET;00:30;00:45;reBAP;Qualitätsgesichert;EUR/MWh;35,65;35,65
2020-01-02;CET;00:45;01:00;reBAP;Qualitätsgesichert;EUR/MWh;35,65;35,65
2020-01-02;CET;01:00;01:15;reBAP;Qualitätsgesichert;EUR/MWh;50,73;50,73
2020-01-02;CET;01:15;01:30;reBAP;Qualitätsgesichert;EUR/MWh;54,66;54,66
2020-01-02;CET;01:30;01:45;reBAP;Qualitätsgesichert;EUR/MWh;52,54;52,54
2020-01-02;CET;01:45;02:00;reBAP;Qualitätsgesichert;EUR/MWh;34,03;34,03
2020-01-02;CET;02:00;02:15;reBAP;Qualitätsgesichert;EUR/MWh;59,80;59,80
2020-01-02;CET;02:15;02:30;reBAP;Qualitätsgesichert;EUR/MWh;-75,60;-75,60
2020-01-02;CET;02:30;02:45;reBAP;Qualitätsgesichert;EUR/MWh;-71,54;-71,54
2020-01-02;CET;02:45;03:00;reBAP;Qualitätsgesichert;EUR/MWh;33,67;33,67
2020-01-02;CET;03:00;03:15;reBAP;Qualitätsgesichert;EUR/MWh;8,07;8,07
2020-01-02;CET;03:15;03:30;reBAP;Qualitätsgesichert;EUR/MWh;1,24;1,24
2020-01-02;CET;03:30;03:45;reBAP;Qualitätsgesichert;EUR/MWh;72,56;72,56
2020-01-02;CET;03:45;04:00;reBAP;Qualitätsgesichert;EUR/MWh;43,21;43,21
2020-01-02;CET;04:00;04:15;reBAP;Qualitätsgesichert;EUR/MWh;65,52;65,52
2020-01-02;CET;04:15;04:30;reBAP;Qualitätsgesichert;EUR/MWh;37,50;37,50
2020-01-02;CET;04:30;04:45;reBAP;Qualitätsgesichert;EUR/MWh;39,35;39,35
2020-01-02;CET;04:45;05:00;reBAP;Qualitätsgesichert;EUR/MWh;93,62;93,62
2020-01-02;CET;05:00;05:15;reBAP;Qualitätsgesichert;EUR/MWh;-80,37;-80,37
2020-01-02;CET;05:15;05:30;reBAP;Qualitätsgesichert;EUR/MWh;2,07;2,07
2020-01-02;CET;05:30;05:45;reBAP;Qualitätsgesichert;EUR/MWh;5,48;5,48
2020-01-02;CET;05:45;06:00;reBAP;Qualitätsgesichert;EUR/MWh;16,70;16,70
2020-01-02;CET;06:00;06:15;reBAP;Qualitätsgesichert;EUR/MWh;-16,87;-16,87
2020-01-02;CET;06:15;06:30;reBAP;Qualitätsgesichert;EUR/MWh;-142,57;-142,57
2020-01-02;CET;06:30;06:45;reBAP;Qualitätsgesichert;EUR/MWh;-46,97;-46,97
2020-01-02;CET;06:45;07:00;reBAP;Qualitätsgesichert;EUR/MWh;-76,06;-76,06
2020-01-02;CET;07:00;07:15;reBAP;Qualitätsgesichert;EUR/MWh;-144,69;-144,69
2020-01-02;CET;07:15;07:30;reBAP;Qualitätsgesichert;EUR/MWh;-190,74;-190,74
2020-01-02;CET;07:30;07:45;reBAP;Qualitätsgesichert;EUR/MWh;-11,89;-11,89
2020-01-02;CET;07:45;08:00;reBAP;Qualitätsgesichert;EUR/MWh;-1,09;-1,09
2020-01-02;CET;08:00;08:15;reBAP;Qualitätsgesichert;EUR/MWh;9,60;9,60
2020-01-02;CET;08:15;08:30;reBAP;Qualitätsgesichert;EUR/MWh;10,70;10,70
2020-01-02;CET;08:30;08:45;reBAP;Qualitätsgesichert;EUR/MWh;23,59;23,59
2020-01-02;CET;08:45;09:00;reBAP;Qualitätsgesichert;EUR/MWh;22,65;22,65
2020-01-02;CET;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;151,21;151,21
2020-01-02;CET;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;-41,22;-41,22
2020-01-02;CET;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;23,10;23,10
2020-01-02;CET;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;18,86;18,86
2020-01-02;CET;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;195,34;195,34
2020-01-02;CET;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;23,52;23,52
2020-01-02;CET;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;15,32;15,32
2020-01-02;CET;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;11,05;11,05
2020-01-02;CET;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;31,60;31,60
2020-01-02;CET;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;24,61;24,61
2020-01-02;CET;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;21,84;21,84
2020-01-02;CET;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;132,98;132,98
2020-01-02;CET;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;81,08;81,08
2020-01-02;CET;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;67,03;67,03
2020-01-02;CET;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;72,78;72,78
2020-01-02;CET;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;70,20;70,20
2020-01-02;CET;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;58,78;58,78
2020-01-02;CET;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;59,82;59,82
2020-01-02;CET;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;75,84;75,84
2020-01-02;CET;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;61,27;61,27
2020-01-02;CET;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;61,27;61,27
2020-01-02;CET;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;88,66;88,66
2020-01-02;CET;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;96,53;96,53
2020-01-02;CET;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;54,27;54,27
2020-01-02;CET;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;65,81;65,81
2020-01-02;CET;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;52,68;52,68
2020-01-02;CET;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;20,58;20,58
2020-01-02;CET;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;12,93;12,93
2020-01-02;CET;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;10,80;10,80
2020-01-02;CET;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;16,25;16,25
2020-01-02;CET;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;16,54;16,54
2020-01-02;CET;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;46,66;46,66
2020-01-02;CET;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;68,35;68,35
2020-01-02;CET;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;14,05;14,05
2020-01-02;CET;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;11,80;11,80
2020-01-02;CET;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;18,93;18,93
2020-01-02;CET;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;66,30;66,30
2020-01-02;CET;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;11,37;11,37
2020-01-02;CET;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;9,30;9,30
2020-01-02;CET;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;27,80;27,80
2020-01-02;CET;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;42,83;42,83
2020-01-02;CET;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;23,71;23,71
2020-01-02;CET;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;15,22;15,22
2020-01-02;CET;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;7,28;7,28
2020-01-02;CET;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;96,18;96,18
2020-01-02;CET;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;57,07;57,07
2020-01-02;CET;20:30;20:45;reBAP;Qualitätsgesichert;EUR/MWh;44,76;44,76
2020-01-02;CET;20:45;21:00;reBAP;Qualitätsgesichert;EUR/MWh;-63,15;-63,15
2020-01-02;CET;21:00;21:15;reBAP;Qualitätsgesichert;EUR/MWh;-1,79;-1,79
2020-01-02;CET;21:15;21:30;reBAP;Qualitätsgesichert;EUR/MWh;-5,78;-5,78
2020-01-02;CET;21:30;21:45;reBAP;Qualitätsgesichert;EUR/MWh;3,69;3,69
2020-01-02;CET;21:45;22:00;reBAP;Qualitätsgesichert;EUR/MWh;-66,66;-66,66
2020-01-02;CET;22:00;22:15;reBAP;Qualitätsgesichert;EUR/MWh;-19,19;-19,19
2020-01-02;CET;22:15;22:30;reBAP;Qualitätsgesichert;EUR/MWh;-67,46;-67,46
2020-01-02;CET;22:30;22:45;reBAP;Qualitätsgesichert;EUR/MWh;44,84;44,84
2020-01-02;CET;22:45;23:00;reBAP;Qualitätsgesichert;EUR/MWh;39,84;39,84
2020-01-02;CET;23:00;23:15;reBAP;Qualitätsgesichert;EUR/MWh;83,20;83,20
2020-01-02;CET;23:15;23:30;reBAP;Qualitätsgesichert;EUR/MWh;50,15;50,15
2020-01-02;CET;23:30;23:45;reBAP;Qualitätsgesichert;EUR/MWh;69,08;69,08
2020-01-02;CET;23:45;00:00;reBAP;Qualitätsgesichert;EUR/MWh;-2,27;-2,27
2020-01-03;CET;00:00;00:15;reBAP;Qualitätsgesichert;EUR/MWh;52,83;52,83
2020-01-03;CET;00:15;00:30;reBAP;Qualitätsgesichert;EUR/MWh;33,01;33,01
2020-01-03;CET;00:30;00:45;reBAP;Qualitätsgesichert;EUR/MWh;65,21;65,21
2020-01-03;CET;00:45;01:00;reBAP;Qualitätsgesichert;EUR/MWh;-4,19;-4,19
2020-01-03;CET;01:00;01:15;reBAP;Qualitätsgesichert;EUR/MWh;2,56;2,56
2020-01-03;CET;01:15;01:30;reBAP;Qualitätsgesichert;EUR/MWh;15,07;15,07
2020-01-03;CET;01:30;01:45;reBAP;Qualitätsgesichert;EUR/MWh;12,13;12,13
2020-01-03;CET;01:45;02:00;reBAP;Qualitätsgesichert;EUR/MWh;6,11;6,11
2020-01-03;CET;02:00;02:15;reBAP;Qualitätsgesichert;EUR/MWh;58,36;58,36
2020-01-03;CET;02:15;02:30;reBAP;Qualitätsgesichert;EUR/MWh;41,45;41,45
2020-01-03;CET;02:30;02:45;reBAP;Qualitätsgesichert;EUR/MWh;37,44;37,44
2020-01-03;CET;02:45;03:00;reBAP;Qualitätsgesichert;EUR/MWh;-3,84;-3,84
2020-01-03;CET;03:00;03:15;reBAP;Qualitätsgesichert;EUR/MWh;6,10;6,10
2020-01-03;CET;03:15;03:30;reBAP;Qualitätsgesichert;EUR/MWh;3,45;3,45
2020-01-03;CET;03:30;03:45;reBAP;Qualitätsgesichert;EUR/MWh;-12,96;-12,96
2020-01-03;CET;03:45;04:00;reBAP;Qualitätsgesichert;EUR/MWh;-19,99;-19,99
2020-01-03;CET;04:00;04:15;reBAP;Qualitätsgesichert;EUR/MWh;-41,68;-41,68
2020-01-03;CET;04:15;04:30;reBAP;Qualitätsgesichert;EUR/MWh;-92,50;-92,50
2020-01-03;CET;04:30;04:45;reBAP;Qualitätsgesichert;EUR/MWh;-67,31;-67,31
2020-01-03;CET;04:45;05:00;reBAP;Qualitätsgesichert;EUR/MWh;-43,46;-43,46
2020-01-03;CET;05:00;05:15;reBAP;Qualitätsgesichert;EUR/MWh;-19,99;-19,99
2020-01-03;CET;05:15;05:30;reBAP;Qualitätsgesichert;EUR/MWh;-21,71;-21,71
2020-01-03;CET;05:30;05:45;reBAP;Qualitätsgesichert;EUR/MWh;-5,89;-5,89
2020-01-03;CET;05:45;06:00;reBAP;Qualitätsgesichert;EUR/MWh;-25,02;-25,02
2020-01-03;CET;06:00;06:15;reBAP;Qualitätsgesichert;EUR/MWh;-85,45;-85,45
2020-01-03;CET;06:15;06:30;reBAP;Qualitätsgesichert;EUR/MWh;-82,44;-82,44
2020-01-03;CET;06:30;06:45;reBAP;Qualitätsgesichert;EUR/MWh;-71,07;-71,07
2020-01-03;CET;06:45;07:00;reBAP;Qualitätsgesichert;EUR/MWh;-53,78;-53,78
2020-01-03;CET;07:00;07:15;reBAP;Qualitätsgesichert;EUR/MWh;-75,34;-75,34
2020-01-03;CET;07:15;07:30;reBAP;Qualitätsgesichert;EUR/MWh;-106,20;-106,20
2020-01-03;CET;07:30;07:45;reBAP;Qualitätsgesichert;EUR/MWh;-101,04;-101,04
2020-01-03;CET;07:45;08:00;reBAP;Qualitätsgesichert;EUR/MWh;-69,33;-69,33
2020-01-03;CET;08:00;08:15;reBAP;Qualitätsgesichert;EUR/MWh;-79,75;-79,75
2020-01-03;CET;08:15;08:30;reBAP;Qualitätsgesichert;EUR/MWh;-5,08;-5,08
2020-01-03;CET;08:30;08:45;reBAP;Qualitätsgesichert;EUR/MWh;7,92;7,92
2020-01-03;CET;08:45;09:00;reBAP;Qualitätsgesichert;EUR/MWh;10,45;10,45
2020-01-03;CET;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;19,70;19,70
2020-01-03;CET;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;26,18;26,18
2020-01-03;CET;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;79,94;79,94
2020-01-03;CET;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;17,65;17,65
2020-01-03;CET;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;17,70;17,70
2020-01-03;CET;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;12,71;12,71
2020-01-03;CET;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;4,48;4,48
2020-01-03;CET;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;3,63;3,63
2020-01-03;CET;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;10,60;10,60
2020-01-03;CET;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;10,60;10,60
2020-01-03;CET;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;27,51;27,51
2020-01-03;CET;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;32,94;32,94
2020-01-03;CET;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;29,06;29,06
2020-01-03;CET;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;42,97;42,97
2020-01-03;CET;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;69,36;69,36
2020-01-03;CET;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;9,57;9,57
2020-01-03;CET;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;14,12;14,12
2020-01-03;CET;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;11,29;11,29
2020-01-03;CET;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;16,62;16,62
2020-01-03;CET;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;-12,95;-12,95
2020-01-03;CET;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;15,60;15,60
2020-01-03;CET;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;16,85;16,85
2020-01-03;CET;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;-100,59;-100,59
2020-01-03;CET;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;-211,25;-211,25
2020-01-03;CET;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;-82,77;-82,77
2020-01-03;CET;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;8,07;8,07
2020-01-03;CET;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;12,30;12,30
2020-01-03;CET;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;-3,10;-3,10
2020-01-03;CET;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;-73,39;-73,39
2020-01-03;CET;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;-42,48;-42,48
2020-01-03;CET;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;-9,19;-9,19
2020-01-03;CET;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;1,17;1,17
2020-01-03;CET;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;-2,20;-2,20
2020-01-03;CET;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;-20,55;-20,55
2020-01-03;CET;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;-37,76;-37,76
2020-01-03;CET;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;-37,30;-37,30
2020-01-03;CET;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;-16,18;-16,18
2020-01-03;CET;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;-17,75;-17,75
2020-01-03;CET;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;-33,23;-33,23
2020-01-03;CET;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;-40,17;-40,17
2020-01-03;CET;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;-4,19;-4,19
2020-01-03;CET;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;8,24;8,24
2020-01-03;CET;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;9,27;9,27
2020-01-03;CET;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;12,95;12,95
2020-01-03;CET;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;103,26;103,26
2020-01-03;CET;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;-17,57;-17,57
