Datum;Zeitzone;von;bis;Datenkategorie;Datentyp;Einheit;reBAP unterdeckt;reBAP ueberdeckt
2022-06-01;CEST;21:45;22:00;reBAP;Qualitätsgesichert;EUR/MWh;333,08;333,08
2022-06-01;CEST;22:00;22:15;reBAP;Qualitätsgesichert;EUR/MWh;523,84;523,84
2022-06-01;CEST;22:15;22:30;reBAP;Qualitätsgesichert;EUR/MWh;311,12;311,12
2022-06-01;CEST;22:30;22:45;reBAP;Qualitätsgesichert;EUR/MWh;298,70;298,70
2022-06-01;CEST;22:45;23:00;reBAP;Qualitätsgesichert;EUR/MWh;316,99;316,99
2022-06-01;CEST;23:00;23:15;reBAP;Qualitätsgesichert;EUR/MWh;87,11;87,11
2022-06-01;CEST;23:15;23:30;reBAP;Qualitätsgesichert;EUR/MWh;89,93;89,93
2022-06-01;CEST;23:30;23:45;reBAP;Qualitätsgesichert;EUR/MWh;56,87;56,87
2022-06-01;CEST;23:45;00:00;reBAP;Qualitätsgesichert;EUR/MWh;16,52;16,52
2022-06-02;CEST;00:00;00:15;reBAP;Qualitätsgesichert;EUR/MWh;-47,59;-47,59
2022-06-02;CEST;00:15;00:30;reBAP;Qualitätsgesichert;EUR/MWh;181,54;181,54
2022-06-02;CEST;00:30;00:45;reBAP;Qualitätsgesichert;EUR/MWh;124,51;124,51
2022-06-02;CEST;00:45;01:00;reBAP;Qualitätsgesichert;EUR/MWh;248,36;248,36
2022-06-02;CEST;01:00;01:15;reBAP;Qualitätsgesichert;EUR/MWh;334,66;334,66
2022-06-02;CEST;01:15;01:30;reBAP;Qualitätsgesichert;EUR/MWh;38,55;38,55
2022-06-02;CEST;01:30;01:45;reBAP;Qualitätsgesichert;EUR/MWh;324,22;324,22
2022-06-02;CEST;01:45;02:00;reBAP;Qualitätsgesichert;EUR/MWh;120,54;120,54
2022-06-02;CEST;02:00;02:15;reBAP;Qualitätsgesichert;EUR/MWh;307,67;307,67
2022-06-02;CEST;02:15;02:30;reBAP;Qualitätsgesichert;EUR/MWh;291,65;291,65
2022-06-02;CEST;02:30;02:45;reBAP;Qualitätsgesichert;EUR/MWh;227,95;227,95
2022-06-02;CEST;02:45;03:00;reBAP;Qualitätsgesichert;EUR/MWh;244,90;244,90
2022-06-02;CEST;03:00;03:15;reBAP;Qualitätsgesichert;EUR/MWh;283,23;283,23
2022-06-02;CEST;03:15;03:30;reBAP;Qualitätsgesichert;EUR/MWh;315,67;315,67
2022-06-02;CEST;03:30;03:45;reBAP;Qualitätsgesichert;EUR/MWh;297,92;297,92
2022-06-02;CEST;03:45;04:00;reBAP;Qualitätsgesichert;EUR/MWh;66,99;66,99
2022-06-02;CEST;04:00;04:15;reBAP;Qualitätsgesichert;EUR/MWh;222,87;222,87
2022-06-02;CEST;04:15;04:30;reBAP;Qualitätsgesichert;EUR/MWh;217,14;217,14
2022-06-02;CEST;04:30;04:45;reBAP;Qualitätsgesichert;EUR/MWh;243,41;243,41
2022-06-02;CEST;04:45;05:00;reBAP;Qualitätsgesichert;EUR/MWh;234,25;234,25
2022-06-02;CEST;05:00;05:15;reBAP;Qualitätsgesichert;EUR/MWh;217,30;217,30
2022-06-02;CEST;05:15;05:30;reBAP;Qualitätsgesichert;EUR/MWh;226,71;226,71
2022-06-02;CEST;05:30;05:45;reBAP;Qualitätsgesichert;EUR/MWh;247,04;247,04
2022-06-02;CEST;05:45;06:00;reBAP;Qualitätsgesichert;EUR/MWh;306,28;306,28
2022-06-02;CEST;06:00;06:15;reBAP;Qualitätsgesichert;EUR/MWh;222,17;222,17
2022-06-02;CEST;06:15;06:30;reBAP;Qualitätsgesichert;EUR/MWh;288,54;288,54
2022-06-02;CEST;06:30;06:45;reBAP;Qualitätsgesichert;EUR/MWh;304,76;304,76
2022-06-02;CEST;06:45;07:00;reBAP;Qualitätsgesichert;EUR/MWh;295,62;295,62
2022-06-02;CEST;07:00;07:15;reBAP;Qualitätsgesichert;EUR/MWh;297,70;297,70
2022-06-02;CEST;07:15;07:30;reBAP;Qualitätsgesichert;EUR/MWh;282,28;282,28
2022-06-02;CEST;07:30;07:45;reBAP;Qualitätsgesichert;EUR/MWh;235,64;235,64
2022-06-02;CEST;07:45;08:00;reBAP;Qualitätsgesichert;EUR/MWh;231,49;231,49
2022-06-02;CEST;08:00;08:15;reBAP;Qualitätsgesichert;EUR/MWh;301,79;301,79
2022-06-02;CEST;08:15;08:30;reBAP;Qualitätsgesichert;EUR/MWh;281,78;281,78
2022-06-02;CEST;08:30;08:45;reBAP;Qualitätsgesichert;EUR/MWh;224,52;224,52
2022-06-02;CEST;08:45;09:00;reBAP;Qualitätsgesichert;EUR/MWh;205,67;205,67
2022-06-02;CEST;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;327,32;327,32
2022-06-02;CEST;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;291,69;291,69
2022-06-02;CEST;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;276,04;276,04
2022-06-02;CEST;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;431,92;431,92
2022-06-02;CEST;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;369,79;369,79
2022-06-02;CEST;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;88,49;88,49
2022-06-02;CEST;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;276,07;276,07
2022-06-02;CEST;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;253,34;253,34
2022-06-02;CEST;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;57,75;57,75
2022-06-02;CEST;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;93,16;93,16
2022-06-02;CEST;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;309,63;309,63
2022-06-02;CEST;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;-42,71;-42,71
2022-06-02;CEST;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;307,84;307,84
2022-06-02;CEST;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;278,28;278,28
2022-06-02;CEST;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;-31,14;-31,14
2022-06-02;CEST;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;-27,99;-27,99
2022-06-02;CEST;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;255,80;255,80
2022-06-02;CEST;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;226,46;226,46
2022-06-02;CEST;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;260,17;260,17
2022-06-02;CEST;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;297,81;297,81
2022-06-02;CEST;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;255,64;255,64
2022-06-02;CEST;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;290,64;290,64
2022-06-02;CEST;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;336,56;336,56
2022-06-02;CEST;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;320,57;320,57
2022-06-02;CEST;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;83,39;83,39
2022-06-02;CEST;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;100,14;100,14
2022-06-02;CEST;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;-17,31;-17,31
2022-06-02;CEST;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;140,92;140,92
2022-06-02;CEST;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;322,03;322,03
2022-06-02;CEST;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;292,63;292,63
2022-06-02;CEST;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;-112,43;-112,43
2022-06-02;CEST;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;-112,40;-112,40
2022-06-02;CEST;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;12,63;12,63
2022-06-02;CEST;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;266,36;266,36
2022-06-02;CEST;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;385,73;385,73
2022-06-02;CEST;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;382,92;382,92
2022-06-02;CEST;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;54,57;54,57
2022-06-02;CEST;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;368,53;368,53
2022-06-02;CEST;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;351,04;351,04
2022-06-02;CEST;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;371,38;371,38
2022-06-02;CEST;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;98,72;98,72
2022-06-02;CEST;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;351,99;351,99
2022-06-02;CEST;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;150,94;150,94
2022-06-02;CEST;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;322,55;322,55
2022-06-02;CEST;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;294,11;294,11
2022-06-02;CEST;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;344,06;344,06
2022-06-02;CEST;20:30;20:45;reBAP;Qualitätsgesichert;EUR/MWh;336,78;336,78
2022-06-02;CEST;20:45;21:00;reBAP;Qualitätsgesichert;EUR/MWh;386,90;386,90
2022-06-02;CEST;21:00;21:15;reBAP;Qualitätsgesichert;EUR/MWh;434,19;434,19
2022-06-02;CEST;21:15;21:30;reBAP;Qualitätsgesichert;EUR/MWh;355,30;355,30
2022-06-02;CEST;21:30;21:45;reBAP;Qualitätsgesichert;EUR/MWh;358,67;358,67
2022-06-02;CEST;21:45;22:00;reBAP;Qualitätsgesichert;EUR/MWh;317,58;317,58
2022-06-02;CEST;22:00;22:15;reBAP;Qualitätsgesichert;EUR/MWh;348,30;348,30
2022-06-02;CEST;22:15;22:30;reBAP;Qualitätsgesichert;EUR/MWh;327,68;327,68
2022-06-02;CEST;22:30;22:45;reBAP;Qualitätsgesichert;EUR/MWh;290,35;290,35
2022-06-02;CEST;22:45;23:00;reBAP;Qualitätsgesichert;EUR/MWh;280,90;280,90
2022-06-02;CEST;23:00;23:15;reBAP;Qualitätsgesichert;EUR/MWh;80,61;80,61
2022-06-02;CEST;23:15;23:30;reBAP;Qualitätsgesichert;EUR/MWh;-83,37;-83,37
2022-06-02;CEST;23:30;23:45;reBAP;Qualitätsgesichert;EUR/MWh;64,46;64,46
2022-06-02;CEST;23:45;00:00;reBAP;Qualitätsgesichert;EUR/MWh;54,38;54,38
2022-06-03;CEST;00:00;00:15;reBAP;Qualitätsgesichert;EUR/MWh;275,05;275,05
2022-06-03;CEST;00:15;00:30;reBAP;Qualitätsgesichert;EUR/MWh;249,57;249,57
2022-06-03;CEST;00:30;00:45;reBAP;Qualitätsgesichert;EUR/MWh;253,43;253,43
2022-06-03;CEST;00:45;01:00;reBAP;Qualitätsgesichert;EUR/MWh;245,51;245,51
2022-06-03;CEST;01:00;01:15;reBAP;Qualitätsgesichert;EUR/MWh;319,63;319,63
2022-06-03;CEST;01:15;01:30;reBAP;Qualitätsgesichert;EUR/MWh;285,94;285,94
2022-06-03;CEST;01:30;01:45;reBAP;Qualitätsgesichert;EUR/MWh;290,47;290,47
2022-06-03;CEST;01:45;02:00;reBAP;Qualitätsgesichert;EUR/MWh;282,05;282,05
2022-06-03;CEST;02:00;02:15;reBAP;Qualitätsgesichert;EUR/MWh;265,15;265,15
2022-06-03;CEST;02:15;02:30;reBAP;Qualitätsgesichert;EUR/MWh;261,45;261,45
2022-06-03;CEST;02:30;02:45;reBAP;Qualitätsgesichert;EUR/MWh;249,86;249,86
2022-06-03;CEST;02:45;03:00;reBAP;Qualitätsgesichert;EUR/MWh;259,15;259,15
2022-06-03;CEST;03:00;03:15;reBAP;Qualitätsgesichert;EUR/MWh;269,80;269,80
2022-06-03;CEST;03:15;03:30;reBAP;Qualitätsgesichert;EUR/MWh;267,92;267,92
2022-06-03;CEST;03:30;03:45;reBAP;Qualitätsgesichert;EUR/MWh;266,89;266,89
2022-06-03;CEST;03:45;04:00;reBAP;Qualitätsgesichert;EUR/MWh;224,35;224,35
2022-06-03;CEST;04:00;04:15;reBAP;Qualitätsgesichert;EUR/MWh;246,88;246,88
2022-06-03;CEST;04:15;04:30;reBAP;Qualitätsgesichert;EUR/MWh;278,82;278,82
2022-06-03;CEST;04:30;04:45;reBAP;Qualitätsgesichert;EUR/MWh;279,35;279,35
2022-06-03;CEST;04:45;05:00;reBAP;Qualitätsgesichert;EUR/MWh;272,00;272,00
2022-06-03;CEST;05:00;05:15;reBAP;Qualitätsgesichert;EUR/MWh;22,77;22,77
2022-06-03;CEST;05:15;05:30;reBAP;Qualitätsgesichert;EUR/MWh;279,93;279,93
2022-06-03;CEST;05:30;05:45;reBAP;Qualitätsgesichert;EUR/MWh;240,86;240,86
2022-06-03;CEST;05:45;06:00;reBAP;Qualitätsgesichert;EUR/MWh;308,79;308,79
2022-06-03;CEST;06:00;06:15;reBAP;Qualitätsgesichert;EUR/MWh;261,42;261,42
2022-06-03;CEST;06:15;06:30;reBAP;Qualitätsgesichert;EUR/MWh;283,58;283,58
2022-06-03;CEST;06:30;06:45;reBAP;Qualitätsgesichert;EUR/MWh;292,42;292,42
2022-06-03;CEST;06:45;07:00;reBAP;Qualitätsgesichert;EUR/MWh;310,84;310,84
2022-06-03;CEST;07:00;07:15;reBAP;Qualitätsgesichert;EUR/MWh;-8,72;-8,72
2022-06-03;CEST;07:15;07:30;reBAP;Qualitätsgesichert;EUR/MWh;251,71;251,71
2022-06-03;CEST;07:30;07:45;reBAP;Qualitätsgesichert;EUR/MWh;256,41;256,41
2022-06-03;CEST;07:45;08:00;reBAP;Qualitätsgesichert;EUR/MWh;250,13;250,13
2022-06-03;CEST;08:00;08:15;reBAP;Qualitätsgesichert;EUR/MWh;288,05;288,05
2022-06-03;CEST;08:15;08:30;reBAP;Qualitätsgesichert;EUR/MWh;279,68;279,68
2022-06-03;CEST;08:30;08:45;reBAP;Qualitätsgesichert;EUR/MWh;277,27;277,27
2022-06-03;CEST;08:45;09:00;reBAP;Qualitätsgesichert;EUR/MWh;42,66;42,66
2022-06-03;CEST;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;110,95;110,95
2022-06-03;CEST;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;63,46;63,46
2022-06-03;CEST;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;61,54;61,54
2022-06-03;CEST;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;26,38;26,38
2022-06-03;CEST;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;311,32;311,32
2022-06-03;CEST;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;320,17;320,17
2022-06-03;CEST;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;112,39;112,39
2022-06-03;CEST;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;58,08;58,08
2022-06-03;CEST;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;68,02;68,02
2022-06-03;CEST;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;60,72;60,72
2022-06-03;CEST;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;52,80;52,80
2022-06-03;CEST;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;46,01;46,01
2022-06-03;CEST;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;301,21;301,21
2022-06-03;CEST;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;254,89;254,89
2022-06-03;CEST;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;223,36;223,36
2022-06-03;CEST;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;234,64;234,64
2022-06-03;CEST;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;274,03;274,03
2022-06-03;CEST;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;279,50;279,50
2022-06-03;CEST;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;272,85;272,85
2022-06-03;CEST;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;239,27;239,27
2022-06-03;CEST;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;267,40;267,40
2022-06-03;CEST;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;268,58;268,58
2022-06-03;CEST;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;301,35;301,35
2022-06-03;CEST;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;277,34;277,34
2022-06-03;CEST;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;118,20;118,20
2022-06-03;CEST;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;498,85;498,85
2022-06-03;CEST;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;317,94;317,94
2022-06-03;CEST;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;392,90;392,90
2022-06-03;CEST;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;255,13;255,13
2022-06-03;CEST;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;279,05;279,05
2022-06-03;CEST;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;302,38;302,38
2022-06-03;CEST;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;304,34;304,34
2022-06-03;CEST;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;296,67;296,67
2022-06-03;CEST;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;316,57;316,57
2022-06-03;CEST;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;166,64;166,64
2022-06-03;CEST;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;173,74;173,74
2022-06-03;CEST;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;141,22;141,22
2022-06-03;CEST;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;146,55;146,55
2022-06-03;CEST;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;167,12;167,12
2022-06-03;CEST;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;347,14;347,14
2022-06-03;CEST;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;277,33;277,33
2022-06-03;CEST;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;280,28;280,28
2022-06-03;CEST;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;294,25;294,25
