Datum;Zeitzone;von;bis;Datenkategorie;Datentyp;Einheit;reBAP unterdeckt;reBAP ueberdeckt
2021-01-01;CET;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;-48,59;-48,59
2021-01-01;CET;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;13,18;13,18
2021-01-01;CET;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;13,33;13,33
2021-01-01;CET;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;14,63;14,63
2021-01-01;CET;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;-3,35;-3,35
2021-01-01;CET;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;2,64;2,64
2021-01-01;CET;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;31,01;31,01
2021-01-01;CET;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;14,32;14,32
2021-01-01;CET;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;32,53;32,53
2021-01-01;CET;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;36,44;36,44
2021-01-01;CET;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;36,18;36,18
2021-01-01;CET;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;24,72;24,72
2021-01-01;CET;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;73,20;73,20
2021-01-01;CET;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;72,80;72,80
2021-01-01;CET;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;77,98;77,98
2021-01-01;CET;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;70,30;70,30
2021-01-01;CET;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;5,33;5,33
2021-01-01;CET;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;62,78;62,78
2021-01-01;CET;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;59,62;59,62
2021-01-01;CET;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;56,98;56,98
2021-01-01;CET;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;57,50;57,50
2021-01-01;CET;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;66,12;66,12
2021-01-01;CET;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;72,57;72,57
2021-01-01;CET;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;69,71;69,71
2021-01-01;CET;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;54,92;54,92
2021-01-01;CET;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;67,35;67,35
2021-01-01;CET;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;74,88;74,88
2021-01-01;CET;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;75,22;75,22
2021-01-01;CET;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;98,21;98,21
2021-01-01;CET;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;74,36;74,36
2021-01-01;CET;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;129,55;129,55
2021-01-01;CET;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;32,09;32,09
2021-01-01;CET;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;19,18;19,18
2021-01-01;CET;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;31,80;31,80
2021-01-01;CET;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;29,34;29,34
2021-01-01;CET;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;27,46;27,46
2021-01-01;CET;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;76,07;76,07
2021-01-01;CET;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;69,57;69,57
2021-01-01;CET;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;-30,30;-30,30
2021-01-01;CET;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;45,19;45,19
2021-01-01;CET;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;11,64;11,64
2021-01-01;CET;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;14,86;14,86
2021-01-01;CET;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;14,47;14,47
2021-01-01;CET;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;14,75;14,75
2021-01-01;CET;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;1,72;1,72
2021-01-01;CET;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;-2,05;-2,05
2021-01-01;CET;20:30;20:45;reBAP;Qualitätsgesichert;EUR/MWh;78,71;78,71
2021-01-01;CET;20:45;21:00;reBAP;Qualitätsgesichert;EUR/MWh;52,01;52,01
2021-01-01;CET;21:00;21:15;reBAP;Qualitätsgesichert;EUR/MWh;93,80;93,80
2021-01-01;CET;21:15;21:30;reBAP;Qualitätsgesichert;EUR/MWh;71,75;71,75
2021-01-01;CET;21:30;21:45;reBAP;Qualitätsgesichert;EUR/MWh;62,81;62,81
2021-01-01;CET;21:45;22:00;reBAP;Qualitätsgesichert;EUR/MWh;1,55;1,55
2021-01-01;CET;22:00;22:15;reBAP;Qualitätsgesichert;EUR/MWh;10,05;10,05
2021-01-01;CET;22:15;22:30;reBAP;Qualitätsgesichert;EUR/MWh;-4,40;-4,40
2021-01-01;CET;22:30;22:45;reBAP;Qualitätsgesichert;EUR/MWh;4,85;4,85
2021-01-01;CET;22:45;23:00;reBAP;Qualitätsgesichert;EUR/MWh;7,38;7,38
2021-01-01;CET;23:00;23:15;reBAP;Qualitätsgesichert;EUR/MWh;14,49;14,49
2021-01-01;CET;23:15;23:30;reBAP;Qualitätsgesichert;EUR/MWh;10,63;10,63
2021-01-01;CET;23:30;23:45;reBAP;Qualitätsgesichert;EUR/MWh;14,49;14,49
2021-01-01;CET;23:45;00:00;reBAP;Qualitätsgesichert;EUR/MWh;23,63;23,63
2021-01-02;CET;00:00;00:15;reBAP;Qualitätsgesichert;EUR/MWh;-26,33;-26,33
2021-01-02;CET;00:15;00:30;reBAP;Qualitätsgesichert;EUR/MWh;-9,87;-9,87
2021-01-02;CET;00:30;00:45;reBAP;Qualitätsgesichert;EUR/MWh;-5,60;-5,60
2021-01-02;CET;00:45;01:00;reBAP;Qualitätsgesichert;EUR/MWh;4,34;4,34
2021-01-02;CET;01:00;01:15;reBAP;Qualitätsgesichert;EUR/MWh;-4,87;-4,87
2021-01-02;CET;01:15;01:30;reBAP;Qualitätsgesichert;EUR/MWh;-17,14;-17,14
2021-01-02;CET;01:30;01:45;reBAP;Qualitätsgesichert;EUR/MWh;-0,85;-0,85
2021-01-02;CET;01:45;02:00;reBAP;Qualitätsgesichert;EUR/MWh;-36,80;-36,80
2021-01-02;CET;02:00;02:15;reBAP;Qualitätsgesichert;EUR/MWh;9,51;9,51
2021-01-02;CET;02:15;02:30;reBAP;Qualitätsgesichert;EUR/MWh;-4,80;-4,80
2021-01-02;CET;02:30;02:45;reBAP;Qualitätsgesichert;EUR/MWh;2,20;2,20
2021-01-02;CET;02:45;03:00;reBAP;Qualitätsgesichert;EUR/MWh;-2,91;-2,91
2021-01-02;CET;03:00;03:15;reBAP;Qualitätsgesichert;EUR/MWh;19,54;19,54
2021-01-02;CET;03:15;03:30;reBAP;Qualitätsgesichert;EUR/MWh;11,56;11,56
2021-01-02;CET;03:30;03:45;reBAP;Qualitätsgesichert;EUR/MWh;5,38;5,38
2021-01-02;CET;03:45;04:00;reBAP;Qualitätsgesichert;EUR/MWh;4,52;4,52
2021-01-02;CET;04:00;04:15;reBAP;Qualitätsgesichert;EUR/MWh;-13,41;-13,41
2021-01-02;CET;04:15;04:30;reBAP;Qualitätsgesichert;EUR/MWh;-23,47;-23,47
2021-01-02;CET;04:30;04:45;reBAP;Qualitätsgesichert;EUR/MWh;-8,72;-8,72
2021-01-02;CET;04:45;05:00;reBAP;Qualitätsgesichert;EUR/MWh;-7,19;-7,19
2021-01-02;CET;05:00;05:15;reBAP;Qualitätsgesichert;EUR/MWh;51,03;51,03
2021-01-02;CET;05:15;05:30;reBAP;Qualitätsgesichert;EUR/MWh;46,32;46,32
2021-01-02;CET;05:30;05:45;reBAP;Qualitätsgesichert;EUR/MWh;12,02;12,02
2021-01-02;CET;05:45;06:00;reBAP;Qualitätsgesichert;EUR/MWh;17,01;17,01
2021-01-02;CET;06:00;06:15;reBAP;Qualitätsgesichert;EUR/MWh;-19,63;-19,63
2021-01-02;CET;06:15;06:30;reBAP;Qualitätsgesichert;EUR/MWh;-11,20;-11,20
2021-01-02;CET;06:30;06:45;reBAP;Qualitätsgesichert;EUR/MWh;-8,08;-8,08
2021-01-02;CET;06:45;07:00;reBAP;Qualitätsgesichert;EUR/MWh;-14,30;-14,30
2021-01-02;CET;07:00;07:15;reBAP;Qualitätsgesichert;EUR/MWh;-31,92;-31,92
2021-01-02;CET;07:15;07:30;reBAP;Qualitätsgesichert;EUR/MWh;-42,80;-42,80
2021-01-02;CET;07:30;07:45;reBAP;Qualitätsgesichert;EUR/MWh;-40,53;-40,53
2021-01-02;CET;07:45;08:00;reBAP;Qualitätsgesichert;EUR/MWh;-30,81;-30,81
2021-01-02;CET;08:00;08:15;reBAP;Qualitätsgesichert;EUR/MWh;-16,24;-16,24
2021-01-02;CET;08:15;08:30;reBAP;Qualitätsgesichert;EUR/MWh;-34,89;-34,89
2021-01-02;CET;08:30;08:45;reBAP;Qualitätsgesichert;EUR/MWh;-21,06;-21,06
2021-01-02;CET;08:45;09:00;reBAP;Qualitätsgesichert;EUR/MWh;-41,41;-41,41
2021-01-02;CET;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;14,63;14,63
2021-01-02;CET;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;14,63;14,63
2021-01-02;CET;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;-134,71;-134,71
2021-01-02;CET;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;24,18;24,18
2021-01-02;CET;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;27,01;27,01
2021-01-02;CET;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;14,52;14,52
2021-01-02;CET;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;25,13;25,13
2021-01-02;CET;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;26,69;26,69
2021-01-02;CET;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;14,52;14,52
2021-01-02;CET;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;14,52;14,52
2021-01-02;CET;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;21,08;21,08
2021-01-02;CET;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;25,24;25,24
2021-01-02;CET;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;33,82;33,82
2021-01-02;CET;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;29,27;29,27
2021-01-02;CET;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;41,50;41,50
2021-01-02;CET;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;83,50;83,50
2021-01-02;CET;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;94,07;94,07
2021-01-02;CET;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;83,50;83,50
2021-01-02;CET;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;73,06;73,06
2021-01-02;CET;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;72,90;72,90
2021-01-02;CET;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;70,93;70,93
2021-01-02;CET;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;78,09;78,09
2021-01-02;CET;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;88,03;88,03
2021-01-02;CET;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;-16,19;-16,19
2021-01-02;CET;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;32,51;32,51
2021-01-02;CET;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;37,49;37,49
2021-01-02;CET;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;-9,72;-9,72
2021-01-02;CET;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;43,24;43,24
2021-01-02;CET;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;22,00;22,00
2021-01-02;CET;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;18,29;18,29
2021-01-02;CET;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;64,24;64,24
2021-01-02;CET;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;-18,39;-18,39
2021-01-02;CET;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;72,27;72,27
2021-01-02;CET;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;71,38;71,38
2021-01-02;CET;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;68,11;68,11
2021-01-02;CET;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;32,63;32,63
2021-01-02;CET;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;18,29;18,29
2021-01-02;CET;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;16,99;16,99
2021-01-02;CET;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;16,19;16,19
2021-01-02;CET;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;18,29;18,29
2021-01-02;CET;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;32,74;32,74
2021-01-02;CET;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;89,05;89,05
2021-01-02;CET;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;17,05;17,05
2021-01-02;CET;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;15,49;15,49
2021-01-02;CET;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;30,23;30,23
2021-01-02;CET;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;13,54;13,54
2021-01-02;CET;20:30;20:45;reBAP;Qualitätsgesichert;EUR/MWh;10,14;10,14
2021-01-02;CET;20:45;21:00;reBAP;Qualitätsgesichert;EUR/MWh;6,21;6,21
2021-01-02;CET;21:00;21:15;reBAP;Qualitätsgesichert;EUR/MWh;6,76;6,76
2021-01-02;CET;21:15;21:30;reBAP;Qualitätsgesichert;EUR/MWh;30,29;30,29
2021-01-02;CET;21:30;21:45;reBAP;Qualitätsgesichert;EUR/MWh;16,81;16,81
2021-01-02;CET;21:45;22:00;reBAP;Qualitätsgesichert;EUR/MWh;11,58;11,58
2021-01-02;CET;22:00;22:15;reBAP;Qualitätsgesichert;EUR/MWh;28,43;28,43
2021-01-02;CET;22:15;22:30;reBAP;Qualitätsgesichert;EUR/MWh;27,05;27,05
2021-01-02;CET;22:30;22:45;reBAP;Qualitätsgesichert;EUR/MWh;-1,02;-1,02
2021-01-02;CET;22:45;23:00;reBAP;Qualitätsgesichert;EUR/MWh;-0,71;-0,71
2021-01-02;CET;23:00;23:15;reBAP;Qualitätsgesichert;EUR/MWh;16,80;16,80
2021-01-02;CET;23:15;23:30;reBAP;Qualitätsgesichert;EUR/MWh;14,27;14,27
2021-01-02;CET;23:30;23:45;reBAP;Qualitätsgesichert;EUR/MWh;-2,07;-2,07
2021-01-02;CET;23:45;00:00;reBAP;Qualitätsgesichert;EUR/MWh;-94,13;-94,13
2021-01-03;CET;00:00;00:15;reBAP;Qualitätsgesichert;EUR/MWh;-107,57;-107,57
2021-01-03;CET;00:15;00:30;reBAP;Qualitätsgesichert;EUR/MWh;15,15;15,15
2021-01-03;CET;00:30;00:45;reBAP;Qualitätsgesichert;EUR/MWh;-68,86;-68,86
2021-01-03;CET;00:45;01:00;reBAP;Qualitätsgesichert;EUR/MWh;-5,85;-5,85
2021-01-03;CET;01:00;01:15;reBAP;Qualitätsgesichert;EUR/MWh;8,32;8,32
2021-01-03;CET;01:15;01:30;reBAP;Qualitätsgesichert;EUR/MWh;-13,88;-13,88
2021-01-03;CET;01:30;01:45;reBAP;Qualitätsgesichert;EUR/MWh;-6,85;-6,85
2021-01-03;CET;01:45;02:00;reBAP;Qualitätsgesichert;EUR/MWh;-26,11;-26,11
2021-01-03;CET;02:00;02:15;reBAP;Qualitätsgesichert;EUR/MWh;-11,11;-11,11
2021-01-03;CET;02:15;02:30;reBAP;Qualitätsgesichert;EUR/MWh;-9,20;-9,20
2021-01-03;CET;02:30;02:45;reBAP;Qualitätsgesichert;EUR/MWh;-32,18;-32,18
2021-01-03;CET;02:45;03:00;reBAP;Qualitätsgesichert;EUR/MWh;-21,70;-21,70
2021-01-03;CET;03:00;03:15;reBAP;Qualitätsgesichert;EUR/MWh;6,55;6,55
2021-01-03;CET;03:15;03:30;reBAP;Qualitätsgesichert;EUR/MWh;-16,12;-16,12
2021-01-03;CET;03:30;03:45;reBAP;Qualitätsgesichert;EUR/MWh;-7,53;-7,53
2021-01-03;CET;03:45;04:00;reBAP;Qualitätsgesichert;EUR/MWh;-25,67;-25,67
2021-01-03;CET;04:00;04:15;reBAP;Qualitätsgesichert;EUR/MWh;-7,87;-7,87
2021-01-03;CET;04:15;04:30;reBAP;Qualitätsgesichert;EUR/MWh;-4,78;-4,78
2021-01-03;CET;04:30;04:45;reBAP;Qualitätsgesichert;EUR/MWh;-5,48;-5,48
2021-01-03;CET;04:45;05:00;reBAP;Qualitätsgesichert;EUR/MWh;-23,89;-23,89
2021-01-03;CET;05:00;05:15;reBAP;Qualitätsgesichert;EUR/MWh;-32,64;-32,64
2021-01-03;CET;05:15;05:30;reBAP;Qualitätsgesichert;EUR/MWh;-31,44;-31,44
2021-01-03;CET;05:30;05:45;reBAP;Qualitätsgesichert;EUR/MWh;-32,75;-32,75
2021-01-03;CET;05:45;06:00;reBAP;Qualitätsgesichert;EUR/MWh;-71,42;-71,42
2021-01-03;CET;06:00;06:15;reBAP;Qualitätsgesichert;EUR/MWh;25,97;25,97
2021-01-03;CET;06:15;06:30;reBAP;Qualitätsgesichert;EUR/MWh;29,25;29,25
2021-01-03;CET;06:30;06:45;reBAP;Qualitätsgesichert;EUR/MWh;56,30;56,30
2021-01-03;CET;06:45;07:00;reBAP;Qualitätsgesichert;EUR/MWh;-18,58;-18,58
2021-01-03;CET;07:00;07:15;reBAP;Qualitätsgesichert;EUR/MWh;42,41;42,41
2021-01-03;CET;07:15;07:30;reBAP;Qualitätsgesichert;EUR/MWh;40,59;40,59
2021-01-03;CET;07:30;07:45;reBAP;Qualitätsgesichert;EUR/MWh;44,01;44,01
2021-01-03;CET;07:45;08:00;reBAP;Qualitätsgesichert;EUR/MWh;46,38;46,38
2021-01-03;CET;08:00;08:15;reBAP;Qualitätsgesichert;EUR/MWh;65,52;65,52
2021-01-03;CET;08:15;08:30;reBAP;Qualitätsgesichert;EUR/MWh;58,75;58,75
2021-01-03;CET;08:30;08:45;reBAP;Qualitätsgesichert;EUR/MWh;58,76;58,76
2021-01-03;CET;08:45;09:00;reBAP;Qualitätsgesichert;EUR/MWh;4,27;4,27
2021-01-03;CET;09:00;09:15;reBAP;Qualitätsgesichert;EUR/MWh;-10,52;-10,52
2021-01-03;CET;09:15;09:30;reBAP;Qualitätsgesichert;EUR/MWh;24,83;24,83
2021-01-03;CET;09:30;09:45;reBAP;Qualitätsgesichert;EUR/MWh;89,56;89,56
2021-01-03;CET;09:45;10:00;reBAP;Qualitätsgesichert;EUR/MWh;27,64;27,64
2021-01-03;CET;10:00;10:15;reBAP;Qualitätsgesichert;EUR/MWh;31,82;31,82
2021-01-03;CET;10:15;10:30;reBAP;Qualitätsgesichert;EUR/MWh;15,29;15,29
2021-01-03;CET;10:30;10:45;reBAP;Qualitätsgesichert;EUR/MWh;15,56;15,56
2021-01-03;CET;10:45;11:00;reBAP;Qualitätsgesichert;EUR/MWh;12,99;12,99
2021-01-03;CET;11:00;11:15;reBAP;Qualitätsgesichert;EUR/MWh;15,33;15,33
2021-01-03;CET;11:15;11:30;reBAP;Qualitätsgesichert;EUR/MWh;105,71;105,71
2021-01-03;CET;11:30;11:45;reBAP;Qualitätsgesichert;EUR/MWh;87,60;87,60
2021-01-03;CET;11:45;12:00;reBAP;Qualitätsgesichert;EUR/MWh;81,02;81,02
2021-01-03;CET;12:00;12:15;reBAP;Qualitätsgesichert;EUR/MWh;82,96;82,96
2021-01-03;CET;12:15;12:30;reBAP;Qualitätsgesichert;EUR/MWh;22,29;22,29
2021-01-03;CET;12:30;12:45;reBAP;Qualitätsgesichert;EUR/MWh;83,23;83,23
2021-01-03;CET;12:45;13:00;reBAP;Qualitätsgesichert;EUR/MWh;59,72;59,72
2021-01-03;CET;13:00;13:15;reBAP;Qualitätsgesichert;EUR/MWh;82,68;82,68
2021-01-03;CET;13:15;13:30;reBAP;Qualitätsgesichert;EUR/MWh;58,53;58,53
2021-01-03;CET;13:30;13:45;reBAP;Qualitätsgesichert;EUR/MWh;60,27;60,27
2021-01-03;CET;13:45;14:00;reBAP;Qualitätsgesichert;EUR/MWh;60,97;60,97
2021-01-03;CET;14:00;14:15;reBAP;Qualitätsgesichert;EUR/MWh;68,78;68,78
2021-01-03;CET;14:15;14:30;reBAP;Qualitätsgesichert;EUR/MWh;66,56;66,56
2021-01-03;CET;14:30;14:45;reBAP;Qualitätsgesichert;EUR/MWh;61,30;61,30
2021-01-03;CET;14:45;15:00;reBAP;Qualitätsgesichert;EUR/MWh;68,26;68,26
2021-01-03;CET;15:00;15:15;reBAP;Qualitätsgesichert;EUR/MWh;66,09;66,09
2021-01-03;CET;15:15;15:30;reBAP;Qualitätsgesichert;EUR/MWh;51,59;51,59
2021-01-03;CET;15:30;15:45;reBAP;Qualitätsgesichert;EUR/MWh;64,12;64,12
2021-01-03;CET;15:45;16:00;reBAP;Qualitätsgesichert;EUR/MWh;68,31;68,31
2021-01-03;CET;16:00;16:15;reBAP;Qualitätsgesichert;EUR/MWh;64,12;64,12
2021-01-03;CET;16:15;16:30;reBAP;Qualitätsgesichert;EUR/MWh;68,90;68,90
2021-01-03;CET;16:30;16:45;reBAP;Qualitätsgesichert;EUR/MWh;128,77;128,77
2021-01-03;CET;16:45;17:00;reBAP;Qualitätsgesichert;EUR/MWh;177,77;177,77
2021-01-03;CET;17:00;17:15;reBAP;Qualitätsgesichert;EUR/MWh;92,15;92,15
2021-01-03;CET;17:15;17:30;reBAP;Qualitätsgesichert;EUR/MWh;133,29;133,29
2021-01-03;CET;17:30;17:45;reBAP;Qualitätsgesichert;EUR/MWh;126,94;126,94
2021-01-03;CET;17:45;18:00;reBAP;Qualitätsgesichert;EUR/MWh;112,46;112,46
2021-01-03;CET;18:00;18:15;reBAP;Qualitätsgesichert;EUR/MWh;116,86;116,86
2021-01-03;CET;18:15;18:30;reBAP;Qualitätsgesichert;EUR/MWh;105,19;105,19
2021-01-03;CET;18:30;18:45;reBAP;Qualitätsgesichert;EUR/MWh;113,84;113,84
2021-01-03;CET;18:45;19:00;reBAP;Qualitätsgesichert;EUR/MWh;121,44;121,44
2021-01-03;CET;19:00;19:15;reBAP;Qualitätsgesichert;EUR/MWh;135,99;135,99
2021-01-03;CET;19:15;19:30;reBAP;Qualitätsgesichert;EUR/MWh;20,88;20,88
2021-01-03;CET;19:30;19:45;reBAP;Qualitätsgesichert;EUR/MWh;34,32;34,32
2021-01-03;CET;19:45;20:00;reBAP;Qualitätsgesichert;EUR/MWh;18,63;18,63
2021-01-03;CET;20:00;20:15;reBAP;Qualitätsgesichert;EUR/MWh;117,76;117,76
2021-01-03;CET;20:15;20:30;reBAP;Qualitätsgesichert;EUR/MWh;77,03;77,03
